card_id,bank,name,type,category,joining_fee,annual_fee,fee_waiver,forex,finance_pm,finance_pa,cash_advance,cash_interest,late_fee,network,network_confidence,rewards,lounge,badge,apply_url,match_status,data_status,source_section,source_url
kotak-kotak-upi-rupay-virtual-credit-card,Kotak,Kotak UPI RuPay Virtual Credit Card,retail,entry,0,0,,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",RuPay,high,3 Reward Points per Rs.100 spent,,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/kotak-upi-rupay-credit-card.html,matched,needs_review,"Fee table p.4, Kotak UPI RuPay Virtual Credit Card row (Joining NIL / Annual NIL)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-dream-different,Kotak,Dream Different,retail,entry,250,0,"Credit Limit should be >= ₹18,000 on date of card activation (Not applicable on Metal Dream Different Credit Card).",2,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,low,,,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/811-dream-different-credit-card.html,matched,needs_review,"Fee table p.4, Dream Different row (Joining ₹250 / NIL / ₹3500 for Metal Dream Different; Annual NIL)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-kotak811-super-money-credit-card,Kotak,Kotak811 Super Money Credit Card,retail,,249,0,"Fixed Deposit Amount >= ₹5,000 on date of card activation.",2,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",RuPay,high,,,,,unmatched,needs_review,"Fee table p.4, Kotak811 Super Money Credit Card row (Joining ₹249 / NIL; Annual NIL)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-kotak-signature-infinite,Kotak,Kotak Signature/Infinite,retail,mid_tier,0,0,,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,,,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/kotak-infinite-credit-card.html,matched,needs_review,"Fee table p.4, Kotak Signature/Infinite row (Joining NIL / Annual NIL)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-privy-league-signature-fee-paying-variant,Kotak,Privy League Signature (Fee Paying Variant),retail,premium,0,2500,Minimum retail spends of ₹5 lac.,2,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,"Up to 30,000 bonus reward points on annual retail spends of Rs.8 lakh",Priority Pass access (4 complimentary visits),premium,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/privy-league-signature-credit-card.html,matched,needs_review,"Fee table p.4, Privy League Signature (Fee Paying Variant) row (Joining NIL / Annual ₹2,500)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-privy-league-signature-free-variant,Kotak,Privy League Signature (Free Variant),retail,premium,0,0,,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,"Up to 30,000 bonus reward points on annual retail spends of Rs.8 lakh",Priority Pass access (4 complimentary visits),premium,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/privy-league-signature-credit-card.html,matched,needs_review,"Fee table p.4, Privy League Signature (Free Variant) row (Joining NIL / Annual NIL)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-royale-signature,Kotak,Royale Signature,retail,premium,1499,999,Minimum retail spend of ₹1 lac in a year,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,"Up to 30,000 bonus reward points on annual retail spends of Rs.8 lakh",2 complimentary domestic airport lounge visits per calendar quarter,premium,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/royale-signature-credit-card.html,matched,needs_review,"Fee table p.4, Royale Signature row (Joining ₹1,499 / NIL; Annual ₹999)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-nri-royale-signature,Kotak,NRI Royale Signature,retail,premium,0,1000,,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,low,2 reward points on spends outside India (1 reward point = Rs.1),,premium,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/nri-royale-signature-credit-card.html,matched,needs_review,"Fee table p.4, NRI Royale Signature row (Joining NIL / Annual ₹1,000)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-pvr-gold-pvr-platinum,Kotak,PVR Gold / PVR Platinum,retail,entry,0,0,,3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,high,"PVR Gold: 1 free PVR ticket monthly on Rs.10,000 spend, 15% cashback on F&B. PVR Platinum: 2 free PVR tickets monthly on Rs.10,000 spend, 15% cashback on F&B, 5% cashback on movie tickets",,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/pvr-kotak-gold-credit-card.html,matched,needs_review,"Fee table p.4, PVR Gold / PVR Platinum row (Joining NIL / Annual ₹499 / ₹999 — two variants, renewal differs by variant)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
kotak-kotak-811-credit-card,Kotak,Kotak 811 Credit Card,retail,entry,500,500,"Minimum retail spend of ₹50,000 in a year",3.5,3.75,45.0,"2.5% on advance amount, subject to minimum of ₹500 (All Other Credit Cards). 1% on advance amount for Kotak Solitaire Credit Card; ₹100 per instance for Dream Different / Kotak811 Super Money Credit Card; facility not available on Kotak UPI RuPay Virtual / Kotak Cashback+ / Kotak Cashback+ Prime Credit Cards","Interest will be levied on all cash advances from the date of the transaction until the date of payment (excluding Kotak Solitaire Credit Card, Gold Fortune and Dream Different Cardholders, as they enjoy interest free period for all Cash Advances). Charged at the monthly finance rate per Table B: 3.75% per month (45.00% APR) for standard cards; 3.50% per month (42.00% APR) for White Reserve, Kotak Solitaire, Kotak Signature/Infinite, White Signature, Privy League Signature, Kotak Air+, Kotak811 Super Money and Kotak Air+ Prime Credit Cards. No interest-free period applies to cash advances.","<=₹100: ₹0; >₹100-₹500: ₹100; >₹500-₹1000: ₹500; >₹1000-₹5000: ₹600; >₹5,000-₹10,000: ₹750; >₹10,000-₹25,000: ₹900; >₹25,000-₹50,000: ₹1,100; >₹50,000: ₹1,300",Visa,medium,"2 Reward Points per Rs.100 online; 1 Reward Point per Rs.100 on other purchases; 3 PVR tickets worth Rs.1,200 on Rs.75,000 anniversary spends",,,https://www.kotak.bank.in/en/personal-banking/cards/credit-cards/kotak-811-credit-card.html,matched,needs_review,"Fee table p.4, Kotak 811 Credit Card row (Joining ₹500 / Annual ₹500)",https://www.kotak.bank.in/content/dam/Kotak/files/english-rcas.pdf
